Topic,Words,Frequency,Timestamp,Name
15,"women, gender, men, feminism, women do",15,2019-12-06 15:36:00.000,Transgender Rights and Feminism
15,"men, women, transgenders, dominate, transgender",11,2020-04-26 02:24:00.000,Transgender Rights and Feminism
15,"women, transgender, feminist, lgbt, men",16,2020-09-14 13:12:00.000,Transgender Rights and Feminism
16,"jews, jewish, jew, orthodox jews, orthodox",8,2013-05-04 04:06:14.400,20th Century Jewish History
16,"real holocaust the, the armenian, the armenian genocide, jewish cultural, tried destroy germany",3,2013-09-25 10:48:00.000,20th Century Jewish History
16,"auction, protests, memorabilia sells, national socialist memorabilia, jew protests",1,2014-02-13 21:36:00.000,20th Century Jewish History
16,"word, must pull merchandise, council says amazon, word gentile word, gentile word",3,2014-11-23 19:12:00.000,20th Century Jewish History
16,"jews puppet masters, political west, smoke screen jewish, screen jewish agenda, puppet masters western",1,2016-10-31 01:12:00.000,20th Century Jewish History
16,"zundel warns jews, the jewish genocide, hollywood won, hollywood won touch, is terrorist nation",3,2017-08-09 22:48:00.000,20th Century Jewish History
16,"jewish, jews, ethnic, germans, jew",8,2017-12-29 09:36:00.000,20th Century Jewish History
16,"jews, jewish, jew, holocaust, the",82,2018-05-19 20:24:00.000,20th Century Jewish History
16,"jews, jewish, jew, holocaust, the jews",132,2018-10-08 07:12:00.000,20th Century Jewish History
16,"jews, jewish, jew, holocaust, the jews",169,2019-02-26 18:00:00.000,20th Century Jewish History
16,"jews, jewish, jew, holocaust, the jews",129,2019-07-18 04:48:00.000,20th Century Jewish History
16,"jews, jewish, holocaust, jew, shonk",21,2019-12-06 15:36:00.000,20th Century Jewish History
16,"jews, jew, jewish, psychopathy, jews liberals",14,2020-04-26 02:24:00.000,20th Century Jewish History
16,"jews, jewish, the jews, revolution they using, the jews who",16,2020-09-14 13:12:00.000,20th Century Jewish History
17,"kavanaugh, brett kavanaugh, brett, strongly when people, murder suspect would",5,2013-05-04 04:06:14.400,Kavanaugh Accuser
17,"kavanaugh, ford, she, christine ford classmate, threatened smear",3,2014-11-23 19:12:00.000,Kavanaugh Accuser
17,"will the, the lynch mob, lynch mob win, on kavanaugh confirmation, meltdown begin",1,2015-04-14 06:00:00.000,Kavanaugh Accuser
17,"surprise latest accuser, kavanaugh hit piece, behind debunked kavanaugh, piece is, obama dnc",1,2015-09-02 16:48:00.000,Kavanaugh Accuser
17,"erased her social, her social media, accusing brett, accusing brett kavanaugh, her social",1,2017-08-09 22:48:00.000,Kavanaugh Accuser
17,"kavanaugh, ford, who believe they, originalism is not, stating facts comments",6,2017-12-29 09:36:00.000,Kavanaugh Accuser
17,"kavanaugh, ford, christine, accuser, brett",57,2018-05-19 20:24:00.000,Kavanaugh Accuser
17,"kavanaugh, ford, christine, brett, brett kavanaugh",112,2018-10-08 07:12:00.000,Kavanaugh Accuser
17,"kavanaugh, ford, christine, brett kavanaugh, brett",128,2019-02-26 18:00:00.000,Kavanaugh Accuser
17,"kavanaugh, ford, brett kavanaugh, brett, accuser",84,2019-07-18 04:48:00.000,Kavanaugh Accuser
17,"kavanaugh, ford, blasey, blasey ford, christine",15,2019-12-06 15:36:00.000,Kavanaugh Accuser
17,"kavanaugh, ford, collins, christine, senate",12,2020-04-26 02:24:00.000,Kavanaugh Accuser
17,"kavanaugh, ford, christine, brett kavanaugh, brett",17,2020-09-14 13:12:00.000,Kavanaugh Accuser
18,"white, disagree with the, race is the, trailer celebrates, who should blacks",5,2013-05-04 04:06:14.400,White Racism Follow
18,"nigger, wan na free, nigger culture starting, culture starting see, culture starting",2,2013-09-25 10:48:00.000,White Racism Follow
18,"post white nationalist, flyers distributed citizens, nationalist flyers, distributed citizens concerned, citizens concerned",1,2014-07-05 08:24:00.000,White Racism Follow
18,"adversity, by anemona hartocollis, news section sat, without discussing race, without discussing",1,2014-11-23 19:12:00.000,White Racism Follow
18,"republic yes, republic yes see, see huge arctic, char, huge arctic",1,2017-08-09 22:48:00.000,White Racism Follow
18,"white, race, racist, white genocide, dogs",15,2017-12-29 09:36:00.000,White Racism Follow
18,"white, racist, racism, black, white people",71,2018-05-19 20:24:00.000,White Racism Follow
18,"white, racist, white people, whites, people",127,2018-10-08 07:12:00.000,White Racism Follow
18,"white, race, racism, white people, racist",187,2019-02-26 18:00:00.000,White Racism Follow
18,"white, white people, racist, black, race",117,2019-07-18 04:48:00.000,White Racism Follow
18,"white, white people, gilroy, racist, affirmative action",14,2019-12-06 15:36:00.000,White Racism Follow
18,"white, racist, black, discriminating, people",15,2020-04-26 02:24:00.000,White Racism Follow
18,"white, cure my, can cure my, advice column, nyt advice",15,2020-09-14 13:12:00.000,White Racism Follow
19,"music, re music you, re music, wo hear on, on the radio",3,2014-02-13 21:36:00.000,Favorite Music Youtube
19,"dance youtube, garth, brooks the dance, the dance youtube, garth brooks",1,2014-11-23 19:12:00.000,Favorite Music Youtube
19,"mc nasty youtube, everybody fucked, everybody fucked filthy, fucked filthy, filthy mc nasty",1,2015-04-14 06:00:00.000,Favorite Music Youtube
19,"youtube, youtube re, music, favorite music, re what favorite",9,2017-12-29 09:36:00.000,Favorite Music Youtube
19,"youtube, music, re what favorite, favorite music, what favorite music",51,2018-05-19 20:24:00.000,Favorite Music Youtube
19,"youtube, music, favorite, favorite music, re what favorite",109,2018-10-08 07:12:00.000,Favorite Music Youtube
19,"youtube, music, what favorite music, re what favorite, what favorite",110,2019-02-26 18:00:00.000,Favorite Music Youtube
19,"youtube, music, favorite, favorite music, re what favorite",81,2019-07-18 04:48:00.000,Favorite Music Youtube
19,"youtube, music, favorite, what favorite, what favorite music",10,2019-12-06 15:36:00.000,Favorite Music Youtube
19,"bacon, youtube, music, favorite, what favorite",11,2020-04-26 02:24:00.000,Favorite Music Youtube
19,"youtube, music, what favorite, favorite music, what favorite music",12,2020-09-14 13:12:00.000,Favorite Music Youtube
20,"vaccine battlegrounds, into vaccine, turn well baby, baby checkups, baby checkups into",1,2013-05-04 04:06:14.400,Vaccine Lawsuit Losses
20,"vaccines, canadian, divide population canadian, th anti, weston price foundation",3,2013-09-25 10:48:00.000,Vaccine Lawsuit Losses
20,"vaccine, that every, renowned physician and, injury to children, injury to",2,2015-04-14 06:00:00.000,Vaccine Lawsuit Losses
20,"facts about measles, measles the mmr, about measles the, engineer drops bombshell, bombshell facts about",1,2016-01-22 03:36:00.000,Vaccine Lawsuit Losses
20,"top doctors, vaccines turn, super vaccination, agenda must view, chief operating officer",2,2017-08-09 22:48:00.000,Vaccine Lawsuit Losses
20,"the cdc said, gotten flu died, season million, flu died, pundit the cdc",3,2017-12-29 09:36:00.000,Vaccine Lawsuit Losses
20,"vaccine, vaccines, measles, vaccination, flu",51,2018-05-19 20:24:00.000,Vaccine Lawsuit Losses
20,"vaccine, vaccines, measles, vaccination, flu",94,2018-10-08 07:12:00.000,Vaccine Lawsuit Losses
20,"vaccine, vaccines, measles, vaccination, flu",124,2019-02-26 18:00:00.000,Vaccine Lawsuit Losses
20,"vaccine, vaccines, measles, vaccination, flu",93,2019-07-18 04:48:00.000,Vaccine Lawsuit Losses
20,"vaccine, vaccines, flu, measles, flu vaccine",12,2019-12-06 15:36:00.000,Vaccine Lawsuit Losses
20,"vaccine, vaccines, fainting flu shot, injuries brain, unit stamp propaganda",5,2020-04-26 02:24:00.000,Vaccine Lawsuit Losses
20,"vaccine, big pharma, pharma, vaccines, astrazeneca",9,2020-09-14 13:12:00.000,Vaccine Lawsuit Losses
21,"cancer, health, parasites, benefits, scientists",11,2013-05-04 04:06:14.400,Diabetes and Health
21,"stiffness, reverse stiffness arteries, high doses reverse, discover high, finally getting taste",2,2013-09-25 10:48:00.000,Diabetes and Health
21,"using, heart association, oils, wants stop, wants stop using",1,2014-07-05 08:24:00.000,Diabetes and Health
21,"glyphosate human liver, finds strong, humphries md, deficiency says suzanne, deficiency says",2,2014-11-23 19:12:00.000,Diabetes and Health
21,"told about colonoscopy, re what you, about colonoscopy, colonoscopy, being told about",1,2017-03-21 12:00:00.000,Diabetes and Health
21,"cannabis industry, cannabis, industry, targets genitals, bacteria targets genitals",5,2017-08-09 22:48:00.000,Diabetes and Health
21,"cancer, medical, pfas appeared, license finding, finding staff refused",7,2017-12-29 09:36:00.000,Diabetes and Health
21,"cancer, disease, monsanto, pharma, glyphosate",83,2018-05-19 20:24:00.000,Diabetes and Health
21,"cancer, pharma, drug, brain, big pharma",164,2018-10-08 07:12:00.000,Diabetes and Health
21,"cancer, monsanto, drug, pharma, found",185,2019-02-26 18:00:00.000,Diabetes and Health
21,"cancer, monsanto, glyphosate, cannabis, drug",135,2019-07-18 04:48:00.000,Diabetes and Health
21,"cancer, monsanto, vitamin, cannabis, nutrition",23,2019-12-06 15:36:00.000,Diabetes and Health
21,"cancer, terminal, drug, november, ultimately responsible",11,2020-04-26 02:24:00.000,Diabetes and Health
21,"cancer, cbd, oil, canola oil, canola",15,2020-09-14 13:12:00.000,Diabetes and Health
22,"line of american, that stands between, between humanity and, between humanity, thin red line",9,2013-05-04 04:06:14.400,Global Empire War
22,"day america died, the day america, america died, day america, the day",1,2014-07-05 08:24:00.000,Global Empire War
22,"elites rule world, elites rule, state globalists global, exposing cabal, exposing cabal illuminati",1,2015-04-14 06:00:00.000,Global Empire War
22,"resist made, has july lost, the breathtaking, will revive, will revive resist",4,2017-12-29 09:36:00.000,Global Empire War
22,"world, empire, america, the, war",35,2018-05-19 20:24:00.000,Global Empire War
22,"america, the, world, empire, global",70,2018-10-08 07:12:00.000,Global Empire War
22,"america, the, empire, world, of",98,2019-02-26 18:00:00.000,Global Empire War
22,"america, world, the, empire, globalists",77,2019-07-18 04:48:00.000,Global Empire War
22,"the, empire, america, world, western",16,2019-12-06 15:36:00.000,Global Empire War
22,"zuesse strategic culture, zuesse strategic, eric zuesse strategic, eric zuesse, zuesse",8,2020-04-26 02:24:00.000,Global Empire War
22,"without america world, without america, world without america, america, america world",13,2020-09-14 13:12:00.000,Global Empire War
23,"abortion, planned parenthood, parenthood, planned, move protect planned",4,2013-05-04 04:06:14.400,Planned Parenthood Abortion
23,"the shocking truth, doctor tells the, tells the shocking, abortion video, about abortion video",1,2013-09-25 10:48:00.000,Planned Parenthood Abortion
23,"infanticide might, cheerleading infanticide might, cheerleading infanticide, cheerleading, just be the",1,2014-02-13 21:36:00.000,Planned Parenthood Abortion
23,"woos patients service, holding dead, woos patients, patients service, patients service holding",1,2014-11-23 19:12:00.000,Planned Parenthood Abortion
23,"remains university, fetus remains university, trump admin cancels, cancels funding testing, funding testing",1,2015-09-02 16:48:00.000,Planned Parenthood Abortion
23,"planned parenthood, parenthood, planned, abortion, baby",4,2017-12-29 09:36:00.000,Planned Parenthood Abortion
23,"abortion, planned parenthood, parenthood, planned, babies",34,2018-05-19 20:24:00.000,Planned Parenthood Abortion
23,"abortion, planned parenthood, parenthood, planned, babies",70,2018-10-08 07:12:00.000,Planned Parenthood Abortion
23,"abortion, planned parenthood, parenthood, planned, babies",81,2019-02-26 18:00:00.000,Planned Parenthood Abortion
23,"abortion, planned parenthood, parenthood, planned, baby",54,2019-07-18 04:48:00.000,Planned Parenthood Abortion
23,"abortion, planned parenthood, parenthood, planned, abortions",15,2019-12-06 15:36:00.000,Planned Parenthood Abortion
23,"abortion, abortion violates, claims unborn babies, contributor insanely, claims unborn",4,2020-04-26 02:24:00.000,Planned Parenthood Abortion
23,"abortion, planned, planned parenthood, parenthood, baby",11,2020-09-14 13:12:00.000,Planned Parenthood Abortion
24,"christian, churches, bible, christianity, christians",5,2013-05-04 04:06:14.400,Christianity & Religion
24,"plan for goyims, thread bash, christian thread, the satanic plan, seen one christian",2,2013-09-25 10:48:00.000,Christianity & Religion
24,"religious war, religious, war, often wonder religious, there different ways",2,2014-02-13 21:36:00.000,Christianity & Religion
24,"christian, religion, christianity, christians, else might",4,2014-11-23 19:12:00.000,Christianity & Religion
24,"same this fake, the same this, this fake, same this, fake quote",1,2016-06-11 14:24:00.000,Christianity & Religion
24,"machiavellian the, make religions, religions bunch practical, quiet contemplation, to worshipping",5,2017-12-29 09:36:00.000,Christianity & Religion
24,"christians, pope, christianity, christian, church",57,2018-05-19 20:24:00.000,Christianity & Religion
24,"christianity, christians, pope, church, christian",134,2018-10-08 07:12:00.000,Christianity & Religion
24,"christians, christianity, pope, christian, francis",175,2019-02-26 18:00:00.000,Christianity & Religion
24,"christians, christianity, christian, church, religion",114,2019-07-18 04:48:00.000,Christianity & Religion
24,"christianity, christians, god, christian, francis",17,2019-12-06 15:36:00.000,Christianity & Religion
24,"christianity, pope, church, christians, christ",21,2020-04-26 02:24:00.000,Christianity & Religion
24,"pope, christians, messiah, pope francis, francis",14,2020-09-14 13:12:00.000,Christianity & Religion
25,"media, news, media in, cnn, other",9,2013-05-04 04:06:14.400,Mainstream Media and Fake News
25,"takes bait diversity, trump quote media, columnist fabricates viral, media politicians spread, columnist fabricates",2,2013-09-25 10:48:00.000,Mainstream Media and Fake News
25,"google tape, google tape proves, nyt even, can trust cnn, proves you can",1,2014-02-13 21:36:00.000,Mainstream Media and Fake News
25,"worse in, convinced things going, even worse in, continue get even, convinced things",1,2014-07-05 08:24:00.000,Mainstream Media and Fake News
25,"media, liberal, takes covington, reporter admits, reporter admits mostly",6,2014-11-23 19:12:00.000,Mainstream Media and Fake News
25,"by cbsnews, cbsnews, by, media, news",1,2016-01-22 03:36:00.000,Mainstream Media and Fake News
25,"progress than, intensity thousand suns, platforms intensity thousand, anyone needed, facebook nuked",2,2017-08-09 22:48:00.000,Mainstream Media and Fake News
25,"news, media, cnn, computer, fake news",11,2017-12-29 09:36:00.000,Mainstream Media and Fake News
25,"media, news, cnn, fake news, fake",81,2018-05-19 20:24:00.000,Mainstream Media and Fake News
25,"media, news, cnn, fake, fake news",160,2018-10-08 07:12:00.000,Mainstream Media and Fake News
25,"media, news, cnn, fake news, fake",179,2019-02-26 18:00:00.000,Mainstream Media and Fake News
25,"media, news, fake news, cnn, fake",149,2019-07-18 04:48:00.000,Mainstream Media and Fake News
25,"media, news, fake news, fake, more",16,2019-12-06 15:36:00.000,Mainstream Media and Fake News
25,"media, news, cnn, fake news, journalism",23,2020-04-26 02:24:00.000,Mainstream Media and Fake News
25,"media, news, cnn, mainstream media, mainstream",21,2020-09-14 13:12:00.000,Mainstream Media and Fake News
26,"antifa, portland, members, police, scalise narrowly survived",5,2013-05-04 04:06:14.400,Antifa Portland Attacks Journalist
26,"portland, antifa, has sanctioned, terrorist uprising in, insurrection act and",1,2013-09-25 10:48:00.000,Antifa Portland Attacks Journalist
26,"antifa, multiple charges brutal, district attorney colluding, and indicted, hurt roving",5,2017-12-29 09:36:00.000,Antifa Portland Attacks Journalist
26,"antifa, portland, police, protesters, by antifa",38,2018-05-19 20:24:00.000,Antifa Portland Attacks Journalist
26,"antifa, police, portland, group, proud boys",89,2018-10-08 07:12:00.000,Antifa Portland Attacks Journalist
26,"antifa, portland, police, video, attack",97,2019-02-26 18:00:00.000,Antifa Portland Attacks Journalist
26,"antifa, portland, police, proud boys, proud",66,2019-07-18 04:48:00.000,Antifa Portland Attacks Journalist
26,"antifa, portland, police, video, rally video",12,2019-12-06 15:36:00.000,Antifa Portland Attacks Journalist
26,"antifa, man pulled gun, man pulled, blue blue, pulled gun",9,2020-04-26 02:24:00.000,Antifa Portland Attacks Journalist
26,"antifa, portland, violence, mob, oppose",15,2020-09-14 13:12:00.000,Antifa Portland Attacks Journalist
27,"public education, education, inside gaming, universities punish people, demise public",5,2013-05-04 04:06:14.400,Education Politics
27,"wokesters expose the, idea far, case piece widespread, the descent, corner national",2,2013-09-25 10:48:00.000,Education Politics
27,"school, classes still, american children look, today creating, scheme conspiracy",5,2014-11-23 19:12:00.000,Education Politics
27,"learning, war knowledge competence, knowledge competence embraced, work pace, learning group",2,2016-01-22 03:36:00.000,Education Politics
27,"college, education, college faculty, military occupation, faculty",7,2017-12-29 09:36:00.000,Education Politics
27,"schools, students, college, school, education",51,2018-05-19 20:24:00.000,Education Politics
27,"college, school, students, schools, education",73,2018-10-08 07:12:00.000,Education Politics
27,"college, school, students, schools, education",121,2019-02-26 18:00:00.000,Education Politics
27,"college, students, school, education, schools",75,2019-07-18 04:48:00.000,Education Politics
27,"school, college, schools, students, education",15,2019-12-06 15:36:00.000,Education Politics
27,"school, schools, over flyers, over flyers raise, hostility conservatives face",10,2020-04-26 02:24:00.000,Education Politics
27,"school, achievers, high achievers, students, high",8,2020-09-14 13:12:00.000,Education Politics
28,"stormfront, stormfront sucks, re stormfront sucks, re stormfront, sucks",2,2013-05-04 04:06:14.400,Stormfront Criticism
28,"interesting hearing things, interesting hearing, it interesting hearing, hearing things, sucks it interesting",1,2016-01-22 03:36:00.000,Stormfront Criticism
28,"stormfront, should obvious, should obvious wnf, texting one stormfront, photo op",3,2017-08-09 22:48:00.000,Stormfront Criticism
28,"sucks thanks man, thanks man, sucks thanks, stormfront sucks thanks, stormfront",1,2017-12-29 09:36:00.000,Stormfront Criticism
28,"stormfront, stormfront sucks, sucks, re stormfront sucks, re stormfront",27,2018-05-19 20:24:00.000,Stormfront Criticism
28,"stormfront, stormfront sucks, re stormfront sucks, re stormfront, sucks",46,2018-10-08 07:12:00.000,Stormfront Criticism
28,"stormfront, stormfront sucks, re stormfront sucks, re stormfront, sucks",66,2019-02-26 18:00:00.000,Stormfront Criticism
28,"stormfront, re stormfront, stormfront sucks, re stormfront sucks, sucks",41,2019-07-18 04:48:00.000,Stormfront Criticism
28,"stormfront, stormfront sucks, re stormfront sucks, re stormfront, sucks",3,2019-12-06 15:36:00.000,Stormfront Criticism
28,"stormfront, stormfront sucks, re stormfront sucks, re stormfront, sucks",4,2020-04-26 02:24:00.000,Stormfront Criticism
28,"stormfront, stormfront sucks, re stormfront sucks, re stormfront, sucks",3,2020-09-14 13:12:00.000,Stormfront Criticism
29,"assange, julian, julian assange, embassy london kidnapped, raided ecuadorian",1,2013-05-04 04:06:14.400,Julian Assange Expulsion
29,"assange, julian, julian assange, wikileaks, wikileaks julian",2,2014-02-13 21:36:00.000,Julian Assange Expulsion
29,"assange journalist, assange, journalist, is assange journalist, telling assange",1,2014-11-23 19:12:00.000,Julian Assange Expulsion
29,"assange, julian, julian assange, charges against assange, against assange",4,2017-12-29 09:36:00.000,Julian Assange Expulsion
29,"assange, julian, julian assange, wikileaks, wikileaks founder",37,2018-05-19 20:24:00.000,Julian Assange Expulsion
29,"assange, julian, julian assange, wikileaks, ecuadorian",42,2018-10-08 07:12:00.000,Julian Assange Expulsion
29,"assange, julian, julian assange, wikileaks, us",48,2019-02-26 18:00:00.000,Julian Assange Expulsion
29,"assange, julian, julian assange, wikileaks, ecuador",39,2019-07-18 04:48:00.000,Julian Assange Expulsion
29,"assange, julian, julian assange, wikileaks, julian assange received",4,2019-12-06 15:36:00.000,Julian Assange Expulsion
29,"assange, julian, julian assange, wikileaks, wiki leaks",7,2020-04-26 02:24:00.000,Julian Assange Expulsion
29,"assange, julian, julian assange, wikileaks, charges",7,2020-09-14 13:12:00.000,Julian Assange Expulsion
30,"coronavirus, infected worshippers, worshippers, virus, infected",6,2013-05-04 04:06:14.400,Coronavirus Pandemic
30,"coronavirus, wuhan, leaked videos, drastically alter, bioweapon laboratory",3,2013-09-25 10:48:00.000,Coronavirus Pandemic
30,"coronavirus, fear coronavirus causing, ravaging much global, dumped doorstep coronavirus, afflictions",2,2014-07-05 08:24:00.000,Coronavirus Pandemic
30,"global emergency spread, dirty government, spread coronavirus originated, government outta, health organization finally",2,2015-04-14 06:00:00.000,Coronavirus Pandemic
30,"nevertheless contagious deadly, differs traditional pathogens, traditional pathogens seen, plagues nevertheless contagious, traditional pathogens",1,2015-09-02 16:48:00.000,Coronavirus Pandemic
30,"is swiftly, breaching defenses, breaching defenses across, defenses across, defenses across the",1,2017-08-09 22:48:00.000,Coronavirus Pandemic
30,"coronavirus, indicates, spread, study, may truly silver",3,2017-12-29 09:36:00.000,Coronavirus Pandemic
30,"coronavirus, pandemic, outbreak, virus, disease",31,2018-05-19 20:24:00.000,Coronavirus Pandemic
30,"coronavirus, virus, pandemic, ebola, health",85,2018-10-08 07:12:00.000,Coronavirus Pandemic
30,"coronavirus, virus, wuhan, pandemic, outbreak",96,2019-02-26 18:00:00.000,Coronavirus Pandemic
30,"coronavirus, pandemic, outbreak, virus, health",82,2019-07-18 04:48:00.000,Coronavirus Pandemic
30,"coronavirus, virus, wuhan, boyle, bioweapons",12,2019-12-06 15:36:00.000,Coronavirus Pandemic
30,"coronavirus, virus, health, people, pandemic",7,2020-04-26 02:24:00.000,Coronavirus Pandemic
30,"coronavirus, comatose patient, blow bill, covax, huge blow bill",9,2020-09-14 13:12:00.000,Coronavirus Pandemic
